,SwisNo,UnitNo,SiteName,CountyID,County,Operator,Location,PlaceName,Zip,EnforAgent,Owner,Category,Activity,RegStatus,OpStatus,Latitude,Longitude,SiteID,UnitID
2231,19-AA-1122,1,Ralphs Renewable Energy Facility,19,Los Angeles,Ralphs Grocery Company,2201 S. Wilmington Ave.,Compton                                 ,90220,County of Los Angeles,Ralphs Grocery Company,Composting,Composting Operation (Research)    ,Notification                       ,Active,33.87145,-118.24125,11159,11696
2236,37-AA-0925,1,Ramona MRF And Transfer Station,37,San Diego,JEMCO Equipment Corporation,324 Maple Street,Ramona                                  ,92065,County of San Diego                     ,Ramona Disposal Services,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,33.04436,-116.87579,3767,3809
2238,46-AA-0003,1,Ramshorn Transfer Station,46,Sierra,County Of Sierra,County Rd 493 & Ramshorn Rd,Downieville                             ,95936,County of Sierra,US Forest Svc-Camptonville,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,39.54056,-120.9125,4483,4550
2239,19-AA-1037,1,Rancho Las Virgenes Composting Facility,19,Los Angeles,Las Virgenes Municipal Water District   ,3700 Las Virgenes Road,Calabasas                               ,91302,County of Los Angeles,Las Virgenes Municipal Water District   ,Composting,Biosolids Composting at POTWs,Notification                       ,Active,34.10548,-118.71217,1525,1553
2241,30-AB-0448,1,Rancho Mission Viejo Compost Facility,30,Orange,"CR&R, Incorporated",Adjacent to 31641 Ortega Highway,San Juan Capistrano                     ,92693,County of Orange                        ,"Rancho Mission Viejo, LLC",Composting,Composting Operation (Green Waste) ,Notification                       ,Active,33.5218,-117.566,10954,11449
2242,52-AA-0025,1,Rancho Tehama Reserve Transfer Station,52,Tehama,Rancho Tehama Association               ,Sw Corner Of Rancho Tehama & Stagecoach,Henleyville                             ,96021,County of Tehama                        ,Rancho Tehama Association               ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.01511,-122.40016000000001,4870,4952
2243,33-AA-0315,1,Rancho Tesoro,33,Riverside,Rancho Tesoro,79300 Avenue 39,Indio                                   ,92203,County of Riverside,Rancho Tesoro,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,33.76887,-116.2806,10931,11412
2244,27-AA-0094,1,"Randazzo Enterprises, Inc.",27,Monterey,"Randazzo Enterprizes, Inc.",13550 Blackie Road,Castroville                             ,95012,County of Monterey                      ,"Randazzo Enterprises, Inc.",Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,36.758340000000004,-121.74277,10101,10137
2246,15-AA-0049,1,Randsburg Transfer Station,15,Kern,County of Kern Waste Management Dept.,Goler Rd 1/4 Mile North Of Randsburg Rd,Randsburg                               ,93554,County of Kern,US Dept Of Int Blm-Kern,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,35.37838,-117.6585,926,935
2249,18-AA-0023,1,Ravendale Transfer Station,18,Lassen,Lassen Regional Solid Waste Mgmt. Author,3/4 Mi S/O Ravendale,Ravendale                               ,96123,County of Lassen,County Of Lassen Public Works Dept,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.79222,-120.37083,1312,1330
2251,19-AA-0394,1,RD 518,19,Los Angeles,County of Los Angeles PW,161 North Valencia Street,Glendora                                ,91741,County of Los Angeles,County of Los Angeles PW,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.138000000000005,-117.87793,10310,10497
2252,50-AA-0015,1,Recology Blossom Valley Organics N Hamme,50,Stanislaus,Recology Blossom Valley Organics N. Hamm,6131 Hammet Road,Modesto                                 ,95358,CalRecycle Enforcement Agency,Recology Blossom Valley Organics North,Composting,Composting Facility (Green Waste)  ,Permitted                          ,Active,37.725229999999996,-121.10847,4767,4842
2253,50-AA-0020,1,Recology Blossom Valley Organics N Verna,50,Stanislaus,Recology Blossom Valley Organics N. Vern,3909 Gaffery Road,Vernalis                                ,95385,CalRecycle Enforcement Agency,Recology Blossom Valley Organics North,Composting,Composting Facility (Mixed)        ,Permitted                          ,Active,37.59648,-121.31485,4771,4846
2254,15-AA-0307,1,Recology Blossom Valley Organics- South,15,Kern,Recology Blossom Valley Organics- South,6061 North Wheeler Ridge Road,Lamont                                  ,93241,County of Kern,Lamont Public Utilities District        ,Composting,Composting Facility (Mixed)        ,Permitted                          ,Active,35.19777,-118.91896000000001,986,998
2255,48-AA-0002,2,Recology Hay Road,48,Solano,Recology Hay Road,6426 Hay Road; 1/4 Mi W Hwy 113,Vacaville                               ,95687,County of Solano,Recology Hay Road,Disposal,ACW Disposal Site,Permitted                          ,Active,38.312,-121.83722,4573,4648
2256,48-AA-0002,1,Recology Hay Road,48,Solano,Recology Hay Road,6426 Hay Road; 1/4 Mi W Hwy 113,Vacaville                               ,95687,County of Solano,Recology Hay Road,Disposal,Solid Waste Landfill,Permitted                          ,Active,38.312,-121.83722,4573,4647
2258,58-AA-0011,1,Recology Ostrom Road LF Inc.,58,Yuba,Recology Ostrom Road,5900 Ostrom Road,Wheatland                               ,95692,County of Yuba,Recology Ostrom Road,Disposal,Solid Waste Landfill,Permitted                          ,Active,39.07306,-121.3935,5267,5356
2262,43-AA-0035,1,Recology Pacheco Pass Wood Processing,43,Santa Clara,Recology Pacheco Pass,3675 Pacheco Pass Highway,Gilroy                                  ,95020,County of Santa Clara                   ,Recology Pacheco Pass,Transfer/Processing,Medium Vol CDI Debris Proc. Fac.,Permitted                          ,Active,36.99577,-121.4789,11158,11695
2263,43-AA-0003,1,Recology San Martin Transfer Station,43,Santa Clara,Recology South Valley,14070 Llagas Avenue,San Martin                              ,95046,County of Santa Clara                   ,Recology Properties Inc.,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.09555,-121.611,4326,4381
2264,39-AA-0045,2,Recology Stockton,39,San Joaquin,Recology Stockton,250 Port Road 23,Stockton                                ,95203,CalRecycle Enforcement Agency,Port of Stockton / City of Stockton,Composting,Chipping and Grinding Activity Fac./ Op.,Permitted                          ,Active,37.94352,-121.32172,10300,11240
2265,39-AA-0045,4,Recology Stockton,39,San Joaquin,Recology Stockton,250 Port Road 23,Stockton                                ,95203,CalRecycle Enforcement Agency,Port of Stockton / City of Stockton,Transfer/Processing,Inert Debris Type A Proc. Operation,Permitted                          ,Active,37.94352,-121.32172,10300,11242
2266,39-AA-0045,3,Recology Stockton,39,San Joaquin,Recology Stockton,250 Port Road 23,Stockton                                ,95203,CalRecycle Enforcement Agency,Port of Stockton / City of Stockton,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.94352,-121.32172,10300,11241
2268,48-AA-0089,1,Recology Vallejo,48,Solano,Recology Vallejo,2021 Broadway St.,Vallejo                                 ,94589,County of Solano,Recology Vallejo,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,38.14245,-122.2523,4594,4669
2269,58-AA-0008,1,Recology Yuba-Sutter IW Recovery Fac.,58,Yuba,Recology Yuba-Sutter,3001 N. Levee Road,Marysville                              ,95901,County of Yuba,Recology Yuba-Sutter,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,39.167190000000005,-121.5555,5265,5353
2271,10-AA-0226,1,ReConserve of California,10,Fresno,"ReConserve, Inc.",2301 West Belmont,Fresno                                  ,93722,County of Fresno                        ,Shubin Investments,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.7499,-119.8507,11299,11885
2272,38-AA-0012,1,Recycle Central at Pier 96,38,San Francisco,"Norcal Waste Systems, Inc.",Pier 96,San Francisco                           ,94124,County of San Francisco                 ,San Francisco Port Authority,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,37.74111,-122.37196999999999,3960,4002
2273,16-AA-0029,1,Recycle Depot C&D Wood Debris,16,Kings,Recycle Depot,10716 8th Avenue,Hanford                                 ,93230,County of Kings                         ,Jeff Prins,Transfer/Processing,Small Vol CD Wood Debris ChipGrind Op,Notification                       ,Active,36.317809999999994,-119.60265,10936,11418
2275,19-AA-1076,1,Recycled Wood Products,19,Los Angeles,"Kiralla, Chris",1313 East Phillips Blvd.,Pomona                                  ,91766,County of Los Angeles,"Kiralla, Chris",Transfer/Processing,Small Vol CD Wood Debris ChipGrind Op,Notification                       ,Active,34.046079999999996,-117.7295,10603,10902
2276,36-AA-0471,1,Recycled Wood Products,36,San Bernardino,Recycled Wood Products,12762 S. Sultana Ave.,Ontario                                 ,91761,County of San Bernardino                ,Richard Mushegain,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,34.01398,-117.64686,11206,11757
2277,07-AC-0043,1,Recycling Center & Transfer Station,7,Contra Costa,"Contra Costa Waste Services, Inc.       ",1300 Loveridge Road,Pittsburg                               ,94565,City of Pittsburg                       ,"Contra Costa Waste Services, Inc.       ",Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,38.01941,-121.85818,297,301
2278,51-AA-0008,1,Recycling Industries Transfer Station,51,Sutter,"Recycling Industries, Inc.",140 Epley Dr.,Yuba City                               ,95991,County of Yuba,Kuhnen Family Limited Partnership,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,39.111340000000006,-121.60996000000002,11370,11974
2280,05-AA-0025,1,Red Hill Transfer Station,5,Calaveras,County Of Calaveras,5314 Red Hill Road,Vallecito                               ,95251,County of Calaveras,County Of Calaveras,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,38.07371,-120.49193000000001,197,199
2281,36-AA-0487,1,Red Star Plant Foods- Composting Site C,36,San Bernardino,Viramontes Express Inc.,8100 Chino-Corona Rd.,Chino                                   ,91708,County of San Bernardino                ,Chino Holding Company,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,33.95146,-117.633,11373,11978
2282,36-AA-0486,1,Red Star Plant Foods- Grinding Site B,36,San Bernardino,Viramontes Express Inc.,8100 Chino-Corona Rd.,Chino                                   ,91708,County of San Bernardino                ,Chino Holding Company,Transfer/Processing,Small Vol CD Wood Debris ChipGrind Op,Notification                       ,Active,33.95146,-117.633,11372,11977
2284,19-AA-0389,1,Redondo Beach Transfer Station,19,Los Angeles,City Of Redondo Beach                   ,1513 Beryl Street,Redondo Beach                           ,90277,County of Los Angeles,City Of Redondo Beach                   ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.85606,-118.3756,1418,1446
2285,12-AA-0015,1,Redway Transfer Station,12,Humboldt,Eel River Disposal Inc.,"Eel R. Cons. Camp, 1/4 Mi E Redwood Dr.",Redway                                  ,95560,County of Humboldt,County Of Humboldt Dept Of Public Works,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,40.14132,-123.81835,690,699
2286,41-AA-0196,1,Redwood Debris Box Green Waste Operation,41,San Mateo,Redwood Building Materials,1 Beeger Rd.,Redwood City                            ,94061,County of San Mateo                     ,Port of Redwood City,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,37.50529,-122.21048,11325,11919
2288,21-AA-0001,3,Redwood Landfill,21,Marin,"Redwood Landfill, Inc.",8950 Redwood Highway,Novato                                  ,94945,County of Marin                         ,"Redwood Landfill, Inc.",Composting,Composting Facility (Mixed)        ,Permitted                          ,Active,38.16564,-122.56835,2200,11408
2290,21-AA-0001,1,Redwood Landfill,21,Marin,"Redwood Landfill, Inc.",8950 Redwood Highway,Novato                                  ,94945,County of Marin                         ,"Redwood Landfill, Inc.",Disposal,Solid Waste Landfill,Permitted                          ,Active,38.16564,-122.56835,2200,2230
2291,21-AA-0066,1,"Redwood Landfill, Inc.",21,Marin,"Redwood Landfill, Inc.",8950 Redwood Hwy,Novato                                  ,94945,County of Marin                         ,"Redwood Landfill, Inc.",Composting,Composting Operation (Research)    ,Notification                       ,Active,38.165440000000004,-122.55854,11245,11809
2292,33-AA-0363,1,"Redwood Products of Chino, Inc.",33,Riverside,"Redwood Products of Chino, Inc.",9301 Remington Ave.,Chino (Riverside County)                ,91710,County of Riverside,Jaime Carlos,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,33.97294,-117.60248999999999,11382,11987
2294,12-AA-0016,1,Redwood Valley Container Site,12,Humboldt,County Of Humboldt Dept Of Public Works,Stover Rd;8 Mi. N Of Hwy 299,Redwood Valley                          ,95470,County of Humboldt,County Of Humboldt,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,41.02917,-123.87056000000001,691,700
2300,49-AA-0394,1,Reichert Duck Farm,49,Sonoma,"Reichert Duck Farm, Inc.",3770 Middle Two Rocks Road,Petaluma                                ,94952,County of Sonoma,"Reichert Duck Farm, Inc.",Composting,Composting Operation (Ag),Notification                       ,Active,38.254740000000005,-122.72825,10540,10804
2301,19-AA-0854,1,Reliance Landfill,19,Los Angeles,Vulcan Materials Company,15990 Foothill Blvd.,Irwindale                               ,91706,County of Los Angeles,Vulcan Materials Company (VMC),Disposal,Inert Debris ENG Fill Operation,Notification                       ,Active,34.13155,-117.935,1501,1529
2303,19-AA-1096,1,Rent-a- Bin (Chip and Grind Operation),19,Los Angeles,"Randfam, Inc.",20745 Santa Clara Street,Canyon Country (In Santa Clarita)       ,91351,County of Los Angeles,"Randall, Howard",Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,34.4259,-118.5004,10712,11094
2304,19-AR-0011,1,Rent-A-Bin,19,Los Angeles,"Randall, Howard",9643 Cozycroft Avenue,Chatsworth (In Los Angeles)             ,91311,City of Los Angeles,"Randall, Howard and Mary",Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,34.245129999999996,-118.58214,10440,10671
2305,19-AA-1095,1,Rent-a-Bin (Inert Type A OPeration),19,Los Angeles,"Randfam, Inc.",20745 Santa Clara Street,Canyon Country (In Santa Clarita)       ,91351,County of Los Angeles,"Randall, Howard",Transfer/Processing,Inert Debris Type A Proc. Operation,Notification                       ,Active,34.4259,-118.50036000000001,10711,11093
2306,19-AA-1097,1,Rent-a-Bin (Small Vol. CDI Operation),19,Los Angeles,"Randfam, Inc.",20745 Santa Clara Street,Canyon Country (In Santa Clarita)       ,91351,County of Los Angeles,"Randall, Howard",Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,34.4259,-118.5003,10713,11095
2307,19-AR-1215,1,Reseda/Woodlamd Hills St. Maint. D.Yard,19,Los Angeles,"City of Los Angeles, Bureau of St. Serv.",6015 Baird Avenue,Reseda (In Los Angeles)                 ,91335,City of Los Angeles,"City of Los Angeles, Bureau of St. Serv.",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.1792,-118.53788999999999,10063,10077
2308,36-AA-0483,1,"Residuals Recovery Group, Inc.",36,San Bernardino,"Residuals Recovery Group, Inc.",7325 Edison Rd.,Ontario                                 ,91762,County of San Bernardino                ,Golden Ontario Hills,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,33.9966,-117.6434,11356,11957
2313,10-AA-0145,1,Rice Road Recyclery & Transfer Station,10,Fresno,Allied Waste Transfer Services of Cal.,10463 North Rice Road,Fresno                                  ,93720,County of Fresno                        ,Allied Waste Transfer Services of Cal.,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,36.88927,-119.77977,439,448
2317,15-AA-0059,1,Ridgecrest Recycling & Sanitary Landfill,15,Kern,County of Kern Waste Management Dept.,3301 Bowman Road,Ridgecrest                              ,93555,County of Kern,County of Kern Waste Management Dept.,Disposal,Solid Waste Landfill,Permitted                          ,Active,35.602540000000005,-117.73755,936,945
2321,33-AA-0355,1,Rios Recycling Facility,33,Riverside,Chayo Rios,5190 Wilson St.,Riverside                               ,92509,County of Riverside,Michael Madrid,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,34.0205,-117.3744,11259,11826
2330,33-AA-0350,1,Riverside County Maintenance Blythe,33,Riverside,Riverside County Transportation,561 S. Broadway,Blythe                                  ,92225,County of Riverside,Riverside County Transportation Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.60395,-114.59385,11212,11763
2331,33-AA-0348,1,Riverside County Sky Valley Yard,33,Riverside,Riverside County Transportation Dep.,19-003 Bennet Road,Desert Hot Springs                      ,92241,County of Riverside,Riverside County Transportation Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.90889,-116.42428999999998,11209,11760
2332,33-AA-0347,1,Riverside County Thermal Yard,33,Riverside,Riverside County Transportation Dep.,86-199 Airport Blvd.,Thermal                                 ,92274,County of Riverside,Riverside County Transportation Dept.,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.640679999999996,-116.16008000000001,11208,11759
2333,19-AA-1116,1,RJ`s Alondra Chipping and Grinding Op.,19,Los Angeles,RJ's Demolition and Disposal,355 W. Alondra Blvd.,Gardena                                 ,90248,County of Los Angeles,Juan D. Rodriguez & Maricela Rodriguez,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,33.8865,-118.2803,11043,11555
2334,19-AA-1115,1,RJ`s Chipping and Grinding Operation,19,Los Angeles,RJ's Demolition and Disposal,1135 E. Florence Ave.,Inglewood                               ,90302,County of Los Angeles,Juan Rodriguez,Composting,Chipping and Grinding Activity Fac./ Op.,Notification                       ,Active,33.97452,-118.33643000000001,11037,11548
2335,35-AA-0030,1,RJR Recycling,35,San Benito,RJR Recycling,1771 San Felipe Rd.,Hollister                               ,95023,CalRecycle Enforcement Agency,RJR Recycling,Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,36.882090000000005,-121.39965,11387,11993
2337,19-AA-0303,1,Road Division #233 Transfer Station     ,19,Los Angeles,Los Angeles Co. Flood Control District  ,5530 West 83rd Street                   ,Los Angeles (City)                      ,90045,City of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.96333,-118.37641,1406,1434
2338,19-AA-0307,1,Road Division 232A - Lomita,19,Los Angeles,Los Angeles Co Public Works Road M. Div,24309 Walnut,Lomita                                  ,90501,County of Los Angeles,"Los Angeles County, Dpt. Of Public Works",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.804159999999996,-118.31183999999999,1410,1438
2339,19-AA-0400,1,Road Division 416,19,Los Angeles,Los Angeles Co Public Works Road M. Div,14959 E Proctor Ave,La Puente                               ,91746,County of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.02805,-117.97107,1428,1456
2340,19-AA-0391,1,Road Division 417,19,Los Angeles,Los Angeles Co Public Works Road M. Div,19865 Walnut Drive,Walnut                                  ,91789,County of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.99442,-117.86802,1420,1448
2341,19-AA-0302,1,Road Division 514,19,Los Angeles,Los Angeles Co Public Works Road M. Div,3916 Dunsmore Ave.,La Crescenta                            ,91214,County of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.22441,-118.25733999999999,1405,1433
2342,19-AA-0390,1,Road Division 519,19,Los Angeles,Los Angeles Co Public Works Road M. Div,5213 N. Encinita Ave.,Temple City                             ,91780,County of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.09362,-118.0681,1419,1447
2344,19-AA-0402,1,Road Maintenance - District 1,19,Los Angeles,Los Angeles Co Public Works Road M. Div,14747 E Ramona,Baldwin Park                            ,91706,County of Los Angeles,Los Angeles Co Public Works Road M. Div,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,34.08903,-117.95385,1430,1458
2345,10-AA-0205,1,"Road Maintenance Area 1, Firebaugh",10,Fresno,"County of Fresno, Public Works",38835 West Nees Avenue,Fresno                                  ,93622,County of Fresno                        ,County of Fresno Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.850640000000006,-120.48783,10656,11004
2346,10-AA-0211,1,"Road maintenance Area 11, Fresno",10,Fresno,"County of Fresno, Public Works Maint Op.",33148 Auberry Road,Auberry                                 ,93602,County of Fresno                        ,County of Fresno Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,37.077729999999995,-119.48546,10661,11009
2347,10-AA-0206,1,"Road Maintenance Area 4, Biola LVTOp.",10,Fresno,County of Fresno Public Works,12855 West `G` Street,Biola                                   ,93606,County of Fresno                        ,,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.80128,-120.02129,10657,11005
2348,10-AA-0203,1,"Road Maintenance Area 5, Caruthers",10,Fresno,Fresno Co. Rd. Maint. Area 5 Caruthers,2544 West Mountain View,Caruthers                               ,93609,County of Fresno                        ,County of Fresno Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.547509999999996,-119.83708,10652,10999
2349,10-AA-0210,1,"Road Maintenance Area 8, Fresno",10,Fresno,"County of Fresno, Public Works Maint Op.",9525 East Olive,Sanger                                  ,93657,County of Fresno                        ,County of Fresno Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.757020000000004,-119.61856,10662,11010
2350,10-AA-0208,1,"Road maintenance Area 9, Fresno",10,Fresno,"County of Fresno, Public Works Maint Op.",3633 South Del Rey,Sanger                                  ,93657,County of Fresno                        ,County of Fresno Public Works,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,36.68288,-119.59386,10659,11007
2351,19-AA-0304,1,Road Maintenance Division #232 S.V.T.S.,19,Los Angeles,"Los Angeles County, Dpt. Of Public Works",4055 West Marine Avenue,Lawndale                                ,90260,County of Los Angeles,"County Of Los Angeles, Dpt Of Pub. Works",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.89472,-118.3453,1407,1435
2352,19-AA-0398,1,"Road Maintenance Division #4, S.V.T.S.",19,Los Angeles,"County Of Los Angeles, Dpt Of Pub. Works",11282 South Garfield Avenue,Downey                                  ,90201,County of Los Angeles,"County Of Los Angeles, Dpt Of Pub. Works",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.96063,-118.15558,1426,1454
2353,33-AA-0258,3,Robert A Nelson Transfer Station & MRF,33,Riverside,"Agua Mansa MRF, LLC",1830 Agua Mansa Rd,Riverside                               ,92509,County of Riverside,County Of Riverside Waste Mgmt Dept,Composting,Chipping and Grinding Activity Fac./ Op.,Permitted                          ,Active,34.02106,-117.3853,2994,11402
2354,33-AA-0258,8,Robert A Nelson Transfer Station & MRF,33,Riverside,"Agua Mansa MRF, LLC",1830 Agua Mansa Rd,Riverside                               ,92509,County of Riverside,County Of Riverside Waste Mgmt Dept,Composting,Composting Facility (Mixed)        ,Permitted                          ,Active,34.02106,-117.3853,2994,11781
2355,33-AA-0258,1,Robert A Nelson Transfer Station & MRF,33,Riverside,"Agua Mansa MRF, LLC",1830 Agua Mansa Rd,Riverside                               ,92509,County of Riverside,County Of Riverside Waste Mgmt Dept,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,34.02106,-117.3853,2994,3027
2356,33-AA-0258,4,Robert A Nelson Transfer Station & MRF,33,Riverside,"Agua Mansa MRF, LLC",1830 Agua Mansa Rd,Riverside                               ,92509,County of Riverside,County Of Riverside Waste Mgmt Dept,Transfer/Processing,Small Vol CDI Debris Proc. Operation,Permitted                          ,Active,34.02106,-117.3853,2994,11739
2357,33-AA-0258,5,Robert A Nelson Transfer Station & MRF,33,Riverside,"Agua Mansa MRF, LLC",1830 Agua Mansa Rd,Riverside                               ,92509,County of Riverside,County Of Riverside Waste Mgmt Dept,Waste Tire Site,Waste Tire Location                ,Permitted                          ,Active,34.02106,-117.3853,2994,11740
2360,19-AA-1051,1,Robs Roll Off and Recycling,19,Los Angeles,"Perez, Roberto A.",416 West 130th Street,Los Angeles (County)                    ,90061,County of Los Angeles,"Perez, Roberto A.",Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,33.91417,-118.28138999999999,10127,10178
2362,05-AA-0023,1,Rock Creek Landfill,5,Calaveras,County Of Calaveras,"12021 Hunt Road, Milton, CA",Milton                                  ,95230,County of Calaveras,County Of Calaveras,Disposal,Solid Waste Landfill,Permitted                          ,Active,38.03535,-120.8418,195,197
2363,05-AA-0023,2,Rock Creek Landfill,5,Calaveras,County Of Calaveras,"12021 Hunt Road, Milton, CA",Milton                                  ,95230,County of Calaveras,County Of Calaveras,Transfer/Processing,Large Volume Transfer/Proc Facility,Permitted                          ,Active,38.03535,-120.8418,195,10202
2369,44-AA-0013,1,Rodoni Farms Agricultural Composting Op.,44,Santa Cruz,M. Rodoni & Co.,395 Dimeo Lane,Santa Cruz                              ,95060,CalRecycle Enforcement Agency,M. Rodoni & Co.,Composting,Composting Operation (Ag),Notification                       ,Active,36.9701,-122.1066,11021,11527
2370,43-AN-0025,1,Rogers Avenue Transfer Station,43,Santa Clara,Recology Silicon Valley,1675 Rogers Avenue,San Jose                                ,95122,City of San Jose                        ,Recology Properties Inc.,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,37.37014,-121.90771000000001,10373,10580
2382,45-AA-0004,1,Round Mountain Transfer Station,45,Shasta,County Of Shasta Public Works Department,1/2 Mi E Of Hwy 299 East On Terry Mill,Round Mountain                          ,96069,County of Shasta                        ,County Of Shasta Public Works Department,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.79702,-121.93283999999998,4415,4478
2387,12-AA-0129,1,Royal Gold LLC,12,Humboldt,"Royal Gold, LLC",1689 Glendale Dr.,McKinleyville                           ,95519,County of Humboldt,Gary Island,Composting,Composting Operation (Ag),Notification                       ,Active,40.90052,-124.02215,11360,11963
2388,43-AA-0024,1,Royal Oaks Mushrooms,43,Santa Clara,Royal Oaks Mushrooms,15480 Watsonville Rd,Morgan Hill                             ,95037,County of Santa Clara                   ,Royal Oaks Enterprises,Composting,Composting Operation (Ag),Notification                       ,Active,37.106120000000004,-121.63623999999999,10530,10793
2395,53-AA-0022,1,Ruth Transfer Site,53,Trinity,County Of Trinity,So Of Ruth Reservoir Adjacent State Hwy,Ruth                                    ,95595,County of Trinity,County Of Humboldt Bay Muni Water Dist  ,Transfer/Processing,Limited Volume Transfer Operation,Notification                       ,Active,40.2805,-123.33013000000001,4924,5007
2396,36-AA-0477,1,RWP Recycled Wood Products Ontario 2,36,San Bernardino,Recycled Wood Products,13905 Walker Ave.,Ontario                                 ,91761,County of San Bernardino                ,Cecilia Da Costa Family,Composting,Composting Operation (Green Waste) ,Notification                       ,Active,34.00322,-117.61928,11323,11917
2397,38-AA-0020,1,S F Recovery Inc.,38,San Francisco,S F Recovery Inc.,2401 Ingalls St.,San Francisco                           ,94124,County of San Francisco                 ,Florence Kong,Transfer/Processing,Small Vol CDI Debris Proc. Operation,Notification                       ,Active,37.72359,-122.38848,11248,11814
2399,33-AA-0297,1,SA Recycling,33,Riverside,SA Recycling LLC,29250 Rio Del Sol Road,Thousand Palms                          ,92276,County of Riverside,SA Recycling LLC,Composting,Composting Facility (Green Waste)  ,Permitted                          ,Active,33.83781,-116.4054,10281,10459
2400,33-AA-0297,2,SA Recycling,33,Riverside,SA Recycling LLC,29250 Rio Del Sol Road,Thousand Palms                          ,92276,County of Riverside,SA Recycling LLC,Transfer/Processing,Inert Debris Proc Fac. A and/or B,Permitted                          ,Active,33.83781,-116.4054,10281,10460
2401,19-AR-1258,1,SA Recycling LLC,19,Los Angeles,SA Recycling LLC,8270 Tujunga Ave.,Sun Valley (In Los Angeles)             ,91352,City of Los Angeles,Los Angeles By-Products Co. Im=nc.,Transfer/Processing,Medium Volume Transfer/Proc Fac    ,Permitted                          ,Active,34.22113,-118.37703,11331,11925
